label,pmid,sentence,design
0,28142040,"For East Asian women, overweight, late menopause, and lack of breastfeeding appear to increase risk of both luminal and ER-PR- tumors.",Case-Control
0,22563304,"For every 4 kg/m(2) increase in BMI, observational estimates suggested a 26% increase in odds for IHD while causal estimates suggested a 52% increase.",Case-Control
0,26961930,"For geriatrics, oncology, gastroenterology, and internal medicine, this ratio was even greater (1 out of 3â€“4).",Cross-Sectional
0,29068906,"For Medicare beneficiaries with nonmetastatic breast cancer, residence in regions with higher breast cancer-related expenditures was not associated with better survival.",Retrospective
2,23676529,"For patients with moderate or severe AG, the combined CBT+SSRI treatment is recommended.",RCT
2,27550890,"For regular monitoring, only ALP assay is recommended, provided one abstains from repeat injection of vitamin D based on high ALP levels.",Prospective
1,29166779,"For sustainable PA behavior change, the environments in which Latinas are encouraged to be active may need to be evaluated prior to implementing an intervention to ensure they support active lifestyles.",RCT
2,24152483,"For the carer of those most severely affected by advanced cancer, it drew attention to the needs arising from the caregiving role.",RCT
0,19005372,"For the most formidable BA aneurysms at branching sites, maximum flow reduction may cause marked shrinkage, even of aggressive lesions.",Prospective
2,24888818,"For this population, there is a need for more effective treatment than standard chemotherapy.",RCT
1,28170407,"For this, its important that nutrition studies and, more importantly, control interventions take into account this spatial heterogeneity in the distribution of nutritional deficits and their underlying associated factors.",Cross-Sectional
2,27852714,"For those identified to be at high risk, providers must then either engage in chemopreventive counselling or refer patients to providers who are more comfortable working with patients on  this critical decision.",Cross-Sectional
2,25296247,"For treating postcraniotomy emergence hypertension, nicardipine is a relatively effective sole drug, whereas if esmolol is used, rescue antihypertensive medications should be readily available.",RCT
0,26668507,"Formal nutritional assessment, however, is inadequate.",Retrospective
2,27814663,Fracture risk assessment and management should be part of bariatric care.,Case-Control
0,27814663,"Fracture risk was site specific, changing from a pattern associated with obesity to a pattern typical of osteoporosis after surgery.",Case-Control
0,27779822,Frailty in particular was identified as a major risk factor for malnutrition in community-dwelling elderly  persons.,Cross-Sectional
1,27591917,Frequent measurement of depressive symptoms to identify un/defined CT response trajectories may clarify need for continued clinical monitoring and treatment.,RCT
1,28668857,"From a practical perspective, the study provides insightful results for healthcare professionals.",RCT
0,19551315,"From this study, it may be concluded that apoA-I and apoB serum concentration levels are independent risk factors for coronary atherosclerosis in the Iranian population.",Case-Control
0,30114656,Functioning seems to be a mediating factor between positive symptoms and S-QoL.,Cross-Sectional
0,28248039,"Further  clinical studies are needed to determine the pathophysiological and pathomorphological features of type 2 diabetes, which determines the development  of detrusor cistopathy and late onset hypigonadism.",Prospective
0,28189965,Further assessment could delineate relationship between serum lipid levels and depression with suicidality in other ethnic groups.,Cross-Sectional
1,22882673,Further categorization of PHN patients may be helpful so that additional or alternative therapy may be prescribed to non-responders.,RCT
0,16540883,Further comparative trials of antiviral drugs for various indications should be performed as acyclovir and penciclovir appear to have different ability to abrogate HSV reactivation.,RCT
2,24113645,Further consideration should be given to modifying perioperative care and postoperative evaluation of patients with a history of AWR.,RCT
1,26173554,Further dissemination to external stakeholders such as psychiatry consultants and hospitals may be needed to influence antipsychotic prescribing for NH residents.,RCT
0,23917922,"Further exploration of geographic inequalities, concentrating on the impact of healthcare, may be warranted.",Cross-Sectional
0,20036067,Further investigation in a patient cohort with burnt hands is recommended.,RCT
0,24965026,Further investigation into the molecular mechanisms through which HDL-3 is associated with protection from CAAD is warranted.,Case-Control
0,28697803,Further investigation is needed on how to better engage retirement village managers in such programs.,RCT
0,28759403,Further investigations are necessary.,RCT
0,27044587,"Further investigations are required to integrate and optimise the  HbA1c as a single, non-fasting, screening tool for GDM.",Prospective
0,25999102,Further investigations should address the rationale for the early detection and control of glucose fluctuation in the era of universal statin use for CAD patients.,Prospective
